attribute_index,attribute_id,raw_attribute_name,attribute_phrase,attribute_prompt,clip_readable_subset,condition,visible,positive,negative,positive_prevalence,pair_count,ranking_accuracy,precision_at_1,precision_at_5,precision_at_10
143,144,has_eye_color::pink,pink eye,a photo of a bird with pink eye.,False,native_target,5527,23,5504,0.0041613895422471505,126592,0.3670887575834176,0.0,0.0,0.0
144,145,has_eye_color::orange,orange eye,a photo of a bird with orange eye.,False,native_target,5527,69,5458,0.01248416862674145,376602,0.48626666879092517,0.0,0.0,0.0
145,146,has_eye_color::black,black eye,a photo of a bird with black eye.,False,native_target,5527,4877,650,0.8823955129364935,3170050,0.5670457879213262,1.0,1.0,0.6
146,147,has_eye_color::white,white eye,a photo of a bird with white eye.,False,native_target,5527,162,5365,0.029310656775827754,869130,0.44610012311161734,0.0,0.2,0.1
147,148,has_eye_color::red,red eye,a photo of a bird with red eye.,False,native_target,5527,132,5395,0.02388275737289669,712140,0.4854705535428427,0.0,0.0,0.0
148,149,has_eye_color::buff,buff eye,a photo of a bird with buff eye.,False,native_target,5527,89,5438,0.016102768228695497,483982,0.47862420503241854,0.0,0.0,0.0
149,150,has_bill_length::about_the_same_as_head,bill about the same length as head,a photo of a bird with bill about the same length as head.,True,native_target,5667,2119,3548,0.37391918122463386,7518212,0.490431102501499,0.0,0.6,0.5
150,151,has_bill_length::longer_than_head,bill longer than head,a photo of a bird with bill longer than head.,True,native_target,5667,348,5319,0.0614081524616199,1851012,0.4215783041925174,0.0,0.0,0.0
151,152,has_bill_length::shorter_than_head,bill shorter than head,a photo of a bird with bill shorter than head.,True,native_target,5667,3247,2420,0.5729662961002294,7857740,0.5918925798002989,1.0,0.8,0.9
152,153,has_forehead_color::blue,blue forehead,a photo of a bird with blue forehead.,False,native_target,5515,303,5212,0.05494106980961015,1579236,0.8788851064692041,1.0,0.6,0.6
153,154,has_forehead_color::brown,brown forehead,a photo of a bird with brown forehead.,False,native_target,5515,998,4517,0.18096101541251133,4507966,0.6893184198816051,1.0,0.8,0.6
154,155,has_forehead_color::iridescent,iridescent forehead,a photo of a bird with iridescent forehead.,False,native_target,5515,124,5391,0.022484134179510427,668484,0.6659441362844885,0.0,0.0,0.1
155,156,has_forehead_color::purple,purple forehead,a photo of a bird with purple forehead.,False,native_target,5515,32,5483,0.005802357207615594,175456,0.7154215301842057,0.0,0.0,0.1
156,157,has_forehead_color::rufous,rufous forehead,a photo of a bird with rufous forehead.,False,native_target,5515,88,5427,0.015956482320942884,477576,0.6608958574132704,0.0,0.0,0.0
157,158,has_forehead_color::grey,grey forehead,a photo of a bird with grey forehead.,False,native_target,5515,1181,4334,0.21414324569356302,5118454,0.6738057038316648,1.0,1.0,1.0
158,159,has_forehead_color::yellow,yellow forehead,a photo of a bird with yellow forehead.,False,native_target,5515,483,5032,0.08757932910244787,2430456,0.882630666837828,1.0,0.6,0.6
159,160,has_forehead_color::olive,olive forehead,a photo of a bird with olive forehead.,False,native_target,5515,128,5387,0.023209428830462377,689536,0.6753244210599592,1.0,0.2,0.2
160,161,has_forehead_color::green,green forehead,a photo of a bird with green forehead.,False,native_target,5515,53,5462,0.009610154125113327,289486,0.8126990597127323,0.0,0.2,0.1
161,162,has_forehead_color::pink,pink forehead,a photo of a bird with pink forehead.,False,native_target,5515,24,5491,0.004351767905711695,131784,0.6808489649729861,0.0,0.6,0.3
162,163,has_forehead_color::orange,orange forehead,a photo of a bird with orange forehead.,False,native_target,5515,159,5356,0.028830462375339982,851604,0.7380895345724069,0.0,0.6,0.4
163,164,has_forehead_color::black,black forehead,a photo of a bird with black forehead.,False,native_target,5515,1864,3651,0.3379873073436083,6805464,0.5657979382449162,1.0,0.8,0.8
164,165,has_forehead_color::white,white forehead,a photo of a bird with white forehead.,False,native_target,5515,807,4708,0.14632819582955575,3799356,0.6187626271399679,0.0,0.0,0.2
165,166,has_forehead_color::red,red forehead,a photo of a bird with red forehead.,False,native_target,5515,254,5261,0.04605621033544877,1336294,0.8866177652522573,0.0,0.0,0.3
166,167,has_forehead_color::buff,buff forehead,a photo of a bird with buff forehead.,False,native_target,5515,708,4807,0.12837715321849502,3403356,0.6055436163598519,0.0,0.2,0.3
167,168,has_under_tail_color::blue,blue under tail,a photo of a bird with blue under tail.,False,native_target,4343,203,4140,0.04674188349067465,840420,0.9120594464672426,0.0,0.8,0.8
168,169,has_under_tail_color::brown,brown under tail,a photo of a bird with brown under tail.,False,native_target,4343,891,3452,0.20515772507483307,3075732,0.7374293338951509,0.0,0.6,0.7
169,170,has_under_tail_color::iridescent,iridescent under tail,a photo of a bird with iridescent under tail.,False,native_target,4343,65,4278,0.014966612940363803,278070,0.6256949688927248,0.0,0.0,0.1
170,171,has_under_tail_color::purple,purple under tail,a photo of a bird with purple under tail.,False,native_target,4343,18,4325,0.004144600506562284,77850,0.5978805394990366,0.0,0.0,0.0
171,172,has_under_tail_color::rufous,rufous under tail,a photo of a bird with rufous under tail.,False,native_target,4343,52,4291,0.011973290352291043,223132,0.6788582543068676,0.0,0.0,0.1
172,173,has_under_tail_color::grey,grey under tail,a photo of a bird with grey under tail.,False,native_target,4343,1213,3130,0.2793000230255584,3796690,0.6209095290898125,1.0,0.6,0.6
173,174,has_under_tail_color::yellow,yellow under tail,a photo of a bird with yellow under tail.,False,native_target,4343,383,3960,0.08818788855629749,1516680,0.8478044149062426,0.0,0.2,0.2
174,175,has_under_tail_color::olive,olive under tail,a photo of a bird with olive under tail.,False,native_target,4343,125,4218,0.028781947962238083,527250,0.6911408250355618,0.0,0.0,0.1
175,176,has_under_tail_color::green,green under tail,a photo of a bird with green under tail.,False,native_target,4343,56,4287,0.012894312687082661,240072,0.7941534206404746,0.0,0.0,0.1
176,177,has_under_tail_color::pink,pink under tail,a photo of a bird with pink under tail.,False,native_target,4343,23,4320,0.0052958784250518075,99360,0.4484299516908213,0.0,0.0,0.0
177,178,has_under_tail_color::orange,orange under tail,a photo of a bird with orange under tail.,False,native_target,4343,109,4234,0.02509785862307161,461506,0.7598037728653582,0.0,0.4,0.3
178,179,has_under_tail_color::black,black under tail,a photo of a bird with black under tail.,False,native_target,4343,1808,2535,0.41630209532581164,4583280,0.6757988820233545,1.0,0.8,0.7
179,180,has_under_tail_color::white,white under tail,a photo of a bird with white under tail.,False,native_target,4343,1034,3309,0.23808427354363343,3421506,0.667895219239715,1.0,0.8,0.8
180,181,has_under_tail_color::red,red under tail,a photo of a bird with red under tail.,False,native_target,4343,83,4260,0.01911121344692609,353580,0.7916709089880649,0.0,0.2,0.1
181,182,has_under_tail_color::buff,buff under tail,a photo of a bird with buff under tail.,False,native_target,4343,694,3649,0.15979737508634584,2532406,0.5999351999639868,0.0,0.2,0.2
182,183,has_nape_color::blue,blue nape,a photo of a bird with blue nape.,False,native_target,5367,289,5078,0.053847587106390905,1467542,0.8961855946882611,1.0,1.0,0.8
183,184,has_nape_color::brown,brown nape,a photo of a bird with brown nape.,False,native_target,5367,1012,4355,0.18855971678777717,4407260,0.7664193852870037,1.0,0.8,0.9
184,185,has_nape_color::iridescent,iridescent nape,a photo of a bird with iridescent nape.,False,native_target,5367,119,5248,0.02217253586733743,624512,0.6341319302111088,0.0,0.2,0.1
185,186,has_nape_color::purple,purple nape,a photo of a bird with purple nape.,False,native_target,5367,34,5333,0.006335010247810695,181322,0.7532621524139377,0.0,0.4,0.3
186,187,has_nape_color::rufous,rufous nape,a photo of a bird with rufous nape.,False,native_target,5367,80,5287,0.014905906465436929,422960,0.6951957631927369,0.0,0.2,0.2
187,188,has_nape_color::grey,grey nape,a photo of a bird with grey nape.,False,native_target,5367,1427,3940,0.2658841065772312,5622380,0.6989932199531159,1.0,0.8,0.9
188,189,has_nape_color::yellow,yellow nape,a photo of a bird with yellow nape.,False,native_target,5367,464,4903,0.08645425749953418,2274992,0.9091082518092372,1.0,0.6,0.4
189,190,has_nape_color::olive,olive nape,a photo of a bird with olive nape.,False,native_target,5367,183,5184,0.03409726103968697,948672,0.7246930445928624,0.0,0.2,0.2
190,191,has_nape_color::green,green nape,a photo of a bird with green nape.,False,native_target,5367,80,5287,0.014905906465436929,422960,0.840687062606393,0.0,0.2,0.3
191,192,has_nape_color::pink,pink nape,a photo of a bird with pink nape.,False,native_target,5367,33,5334,0.006148686416992733,176022,0.6432320959880015,1.0,0.4,0.3
192,193,has_nape_color::orange,orange nape,a photo of a bird with orange nape.,False,native_target,5367,126,5241,0.023476802683063163,660366,0.7691492293667451,0.0,0.0,0.1
193,194,has_nape_color::black,black nape,a photo of a bird with black nape.,False,native_target,5367,1507,3860,0.28079001304266815,5817020,0.6883385307253542,1.0,1.0,0.8
194,195,has_nape_color::white,white nape,a photo of a bird with white nape.,False,native_target,5367,1274,4093,0.2373765604620831,5214482,0.6811610434171601,1.0,0.6,0.6
195,196,has_nape_color::red,red nape,a photo of a bird with red nape.,False,native_target,5367,199,5168,0.03707844233277436,1028432,0.8856764472517386,0.0,0.4,0.5
196,197,has_nape_color::buff,buff nape,a photo of a bird with buff nape.,False,native_target,5367,889,4478,0.1656418855971679,3980942,0.6242562689936201,0.0,0.4,0.4
197,198,has_belly_color::blue,blue belly,a photo of a bird with blue belly.,False,native_target,5144,144,5000,0.027993779160186624,720000,0.8910486111111111,0.0,0.6,0.6
198,199,has_belly_color::brown,brown belly,a photo of a bird with brown belly.,True,native_target,5144,513,4631,0.09972783825816485,2375703,0.7053676322334904,1.0,0.4,0.4
199,200,has_belly_color::iridescent,iridescent belly,a photo of a bird with iridescent belly.,False,native_target,5144,81,5063,0.015746500777604977,410103,0.6802949502929752,0.0,0.6,0.3
200,201,has_belly_color::purple,purple belly,a photo of a bird with purple belly.,False,native_target,5144,19,5125,0.0036936236391912907,97375,0.7222695763799744,0.0,0.2,0.1
201,202,has_belly_color::rufous,rufous belly,a photo of a bird with rufous belly.,False,native_target,5144,79,5065,0.015357698289269051,400135,0.7380234170967298,0.0,0.0,0.0
202,203,has_belly_color::grey,grey belly,a photo of a bird with grey belly.,True,native_target,5144,996,4148,0.19362363919129083,4131408,0.6767230445407474,1.0,0.6,0.6
203,204,has_belly_color::yellow,yellow belly,a photo of a bird with yellow belly.,True,native_target,5144,844,4300,0.1640746500777605,3629200,0.9326977019728866,1.0,1.0,1.0
204,205,has_belly_color::olive,olive belly,a photo of a bird with olive belly.,False,native_target,5144,117,5027,0.022744945567651633,588159,0.7396639344122933,0.0,0.0,0.0
205,206,has_belly_color::green,green belly,a photo of a bird with green belly.,False,native_target,5144,68,5076,0.013219284603421462,345168,0.8422275529597182,0.0,0.0,0.0
206,207,has_belly_color::pink,pink belly,a photo of a bird with pink belly.,False,native_target,5144,31,5113,0.0060264385692068425,158503,0.5366901572840893,0.0,0.0,0.1
207,208,has_belly_color::orange,orange belly,a photo of a bird with orange belly.,True,native_target,5144,165,4979,0.03207620528771384,821535,0.824446919486084,0.0,0.2,0.2
208,209,has_belly_color::black,black belly,a photo of a bird with black belly.,True,native_target,5144,852,4292,0.1656298600311042,3656784,0.6773414836643346,1.0,0.4,0.3
209,210,has_belly_color::white,white belly,a photo of a bird with white belly.,True,native_target,5144,2167,2977,0.4212674961119751,6451159,0.7191854982957326,1.0,1.0,0.8
210,211,has_belly_color::red,red belly,a photo of a bird with red belly.,True,native_target,5144,200,4944,0.038880248833592534,988800,0.8602002427184466,0.0,0.2,0.1
211,212,has_belly_color::buff,buff belly,a photo of a bird with buff belly.,False,native_target,5144,948,4196,0.18429237947122862,3977808,0.6583647325361104,1.0,0.6,0.6
212,213,has_wing_shape::rounded-wings,rounded wings,a photo of a bird with rounded wings.,True,native_target,3830,1653,2177,0.4315926892950392,3598581,0.5228912451880339,0.0,0.6,0.5
213,214,has_wing_shape::pointed-wings,pointed wings,a photo of a bird with pointed wings.,True,native_target,3830,1163,2667,0.30365535248041775,3101721,0.49092052444433265,0.0,0.2,0.1
214,215,has_wing_shape::broad-wings,broad wings,a photo of a bird with broad wings.,True,native_target,3830,335,3495,0.08746736292428199,1170825,0.4656037409518929,0.0,0.0,0.1
215,216,has_wing_shape::tapered-wings,tapered wings,a photo of a bird with tapered wings.,True,native_target,3830,470,3360,0.1227154046997389,1579200,0.5433260511651469,0.0,0.4,0.2
216,217,has_wing_shape::long-wings,long wings,a photo of a bird with long wings.,True,native_target,3830,379,3451,0.0989556135770235,1307929,0.49012140567263207,0.0,0.0,0.1
217,218,has_size::large_(16_-_32_in),large bird,a photo of a bird with large bird.,True,native_target,5794,208,5586,0.03589920607525026,1161888,0.42938734198132694,0.0,0.0,0.0
218,219,has_size::small_(5_-_9_in),small bird,a photo of a bird with small bird.,True,native_target,5794,2958,2836,0.5105281325509148,8388888,0.639039584269095,1.0,0.6,0.6
219,220,has_size::very_large_(32_-_72_in),very bird,a photo of a bird with very bird.,False,native_target,5794,96,5698,0.016568864342423197,547008,0.21754526442026442,0.0,0.0,0.0
220,221,has_size::medium_(9_-_16_in),medium bird,a photo of a bird with medium bird.,True,native_target,5794,1148,4646,0.1981360027614774,5333608,0.3272458343395315,0.0,0.0,0.0
221,222,has_size::very_small_(3_-_5_in),very bird,a photo of a bird with very bird.,False,native_target,5794,1384,4410,0.2388677942699344,6103440,0.5651453934174826,0.0,0.2,0.2
222,223,has_shape::upright-perching_water-like,upright perching water like body shape,a photo of a bird with upright perching water like body shape.,False,native_target,5794,125,5669,0.021574042112530202,708625,0.5852672428999823,0.0,0.0,0.0
223,224,has_shape::chicken-like-marsh,chicken like marsh body shape,a photo of a bird with chicken like marsh body shape.,False,native_target,5794,95,5699,0.016396272005522954,541405,0.5665407596900657,1.0,0.2,0.2
224,225,has_shape::long-legged-like,long legged like body shape,a photo of a bird with long legged like body shape.,False,native_target,5794,64,5730,0.011045909561615464,366720,0.429840205061082,0.0,0.0,0.0
225,226,has_shape::duck-like,duck like body shape,a photo of a bird with duck like body shape.,False,native_target,5794,354,5440,0.06109768726268554,1925760,0.8116977193419741,0.0,0.6,0.6
226,227,has_shape::owl-like,owl like body shape,a photo of a bird with owl like body shape.,False,native_target,5794,26,5768,0.0044874007594062825,149968,0.6430038408193748,0.0,0.2,0.1
227,228,has_shape::gull-like,gull like body shape,a photo of a bird with gull like body shape.,False,native_target,5794,404,5390,0.06972730410769762,2177560,0.8214143353110821,1.0,0.8,0.6
228,229,has_shape::hummingbird-like,hummingbird like body shape,a photo of a bird with hummingbird like body shape.,False,native_target,5794,320,5474,0.055229547808077324,1751680,0.6969931722689076,1.0,0.6,0.6
229,230,has_shape::pigeon-like,pigeon like body shape,a photo of a bird with pigeon like body shape.,False,native_target,5794,370,5424,0.0638591646530894,2006880,0.6020155664514072,0.0,0.0,0.0
230,231,has_shape::tree-clinging-like,tree clinging like body shape,a photo of a bird with tree clinging like body shape.,False,native_target,5794,365,5429,0.0629962029685882,1981585,0.5968176989632037,0.0,0.0,0.0
231,232,has_shape::hawk-like,hawk like body shape,a photo of a bird with hawk like body shape.,False,native_target,5794,189,5605,0.03261995167414567,1059345,0.6341286360911695,0.0,0.0,0.0
232,233,has_shape::sandpiper-like,sandpiper like body shape,a photo of a bird with sandpiper like body shape.,False,native_target,5794,312,5482,0.05384880911287539,1710384,0.6110879194379741,1.0,0.4,0.2
233,234,has_shape::upland-ground-like,upland ground like body shape,a photo of a bird with upland ground like body shape.,False,native_target,5794,132,5662,0.022782188470831896,747384,0.5494123502777689,0.0,0.0,0.0
234,235,has_shape::swallow-like,swallow like body shape,a photo of a bird with swallow like body shape.,False,native_target,5794,211,5583,0.03641698308595098,1178013,0.5554081321683207,0.0,0.0,0.0
235,236,has_shape::perching-like,perching like body shape,a photo of a bird with perching like body shape.,False,native_target,5794,2827,2967,0.4879185364169831,8387709,0.5726605441366648,1.0,0.6,0.6
236,237,has_back_pattern::solid,solid back,a photo of a bird with solid back.,True,native_target,4520,2115,2405,0.46792035398230086,5086575,0.5419934828445466,1.0,1.0,0.7
237,238,has_back_pattern::spotted,spotted back,a photo of a bird with spotted back.,True,native_target,4520,356,4164,0.07876106194690266,1482384,0.7247555289317748,1.0,0.6,0.5
238,239,has_back_pattern::striped,striped back,a photo of a bird with striped back.,True,native_target,4520,898,3622,0.1986725663716814,3252556,0.6674964243505723,0.0,0.2,0.2
239,240,has_back_pattern::multi-colored,multi colored back,a photo of a bird with multi colored back.,True,native_target,4520,1151,3369,0.25464601769911505,3877719,0.5461046816440284,0.0,0.4,0.2
240,241,has_tail_pattern::solid,solid tail,a photo of a bird with solid tail.,True,native_target,4405,2077,2328,0.47150964812712826,4835256,0.5155235834462539,0.0,0.6,0.6
241,242,has_tail_pattern::spotted,spotted tail,a photo of a bird with spotted tail.,True,native_target,4405,263,4142,0.05970488081725312,1089346,0.653774833707564,1.0,0.6,0.5
242,243,has_tail_pattern::striped,striped tail,a photo of a bird with striped tail.,True,native_target,4405,708,3697,0.16072644721906923,2617476,0.5885685293771558,0.0,0.2,0.2
243,244,has_tail_pattern::multi-colored,multi colored tail,a photo of a bird with multi colored tail.,True,native_target,4405,1357,3048,0.3080590238365494,4136136,0.5340484452155345,0.0,0.0,0.2
244,245,has_belly_pattern::solid,solid belly,a photo of a bird with solid belly.,True,native_target,5105,3321,1784,0.6505386875612145,5924664,0.5350851119996003,1.0,0.6,0.6
245,246,has_belly_pattern::spotted,spotted belly,a photo of a bird with spotted belly.,True,native_target,5105,298,4807,0.0583741429970617,1432486,0.7129382067259296,1.0,0.4,0.3
246,247,has_belly_pattern::striped,striped belly,a photo of a bird with striped belly.,True,native_target,5105,566,4539,0.110871694417238,2569074,0.663654297229274,1.0,0.8,0.6
247,248,has_belly_pattern::multi-colored,multi colored belly,a photo of a bird with multi colored belly.,True,native_target,5105,920,4185,0.1802154750244858,3850200,0.5638501896005402,0.0,0.4,0.3
248,249,has_primary_color::blue,blue primary,a photo of a bird with blue primary.,False,native_target,5794,367,5427,0.06334138764238868,1991709,0.8982271004448943,1.0,1.0,1.0
249,250,has_primary_color::brown,brown primary,a photo of a bird with brown primary.,False,native_target,5794,1437,4357,0.2480151881256472,6261009,0.7718938752523754,0.0,0.6,0.8
250,251,has_primary_color::iridescent,iridescent primary,a photo of a bird with iridescent primary.,False,native_target,5794,110,5684,0.018985157059026578,625240,0.6939207344379759,0.0,0.0,0.0
251,252,has_primary_color::purple,purple primary,a photo of a bird with purple primary.,False,native_target,5794,44,5750,0.0075940628236106315,253000,0.6363517786561265,0.0,0.2,0.1
252,253,has_primary_color::rufous,rufous primary,a photo of a bird with rufous primary.,False,native_target,5794,107,5687,0.018467380048325856,608509,0.7471582178735237,0.0,0.0,0.2
253,254,has_primary_color::grey,grey primary,a photo of a bird with grey primary.,False,native_target,5794,1728,4066,0.2982395581636175,7026048,0.722501611147547,0.0,0.8,0.8
254,255,has_primary_color::yellow,yellow primary,a photo of a bird with yellow primary.,False,native_target,5794,901,4893,0.1555056955471177,4408593,0.9513579502575992,1.0,1.0,1.0
255,256,has_primary_color::olive,olive primary,a photo of a bird with olive primary.,False,native_target,5794,248,5546,0.042802899551259925,1375408,0.7888393843863057,1.0,0.2,0.3
256,257,has_primary_color::green,green primary,a photo of a bird with green primary.,False,native_target,5794,107,5687,0.018467380048325856,608509,0.8622123912711234,0.0,0.8,0.6
257,258,has_primary_color::pink,pink primary,a photo of a bird with pink primary.,False,native_target,5794,45,5749,0.007766655160510874,258705,0.5118803270133936,0.0,0.0,0.1
258,259,has_primary_color::orange,orange primary,a photo of a bird with orange primary.,False,native_target,5794,228,5566,0.03935105281325509,1269048,0.790059162458788,1.0,0.4,0.3
259,260,has_primary_color::black,black primary,a photo of a bird with black primary.,False,native_target,5794,2060,3734,0.35554021401449776,7692040,0.7005740349764171,1.0,1.0,0.9
260,261,has_primary_color::white,white primary,a photo of a bird with white primary.,False,native_target,5794,1680,4114,0.2899551259924059,6911520,0.7074804095191796,1.0,1.0,0.9
261,262,has_primary_color::red,red primary,a photo of a bird with red primary.,False,native_target,5794,232,5562,0.04004142216085606,1290384,0.9017509516547012,1.0,1.0,0.8
262,263,has_primary_color::buff,buff primary,a photo of a bird with buff primary.,False,native_target,5794,1109,4685,0.19140490162236798,5195665,0.603950408657987,0.0,0.8,0.7
263,264,has_leg_color::blue,blue leg,a photo of a bird with blue leg.,False,native_target,4785,77,4708,0.016091954022988506,362516,0.6805823742952035,1.0,0.2,0.4
264,265,has_leg_color::brown,brown leg,a photo of a bird with brown leg.,False,native_target,4785,446,4339,0.09320794148380356,1935194,0.5759928978696709,1.0,0.2,0.1
265,266,has_leg_color::iridescent,iridescent leg,a photo of a bird with iridescent leg.,False,native_target,4785,22,4763,0.004597701149425287,104786,0.5711068272479148,1.0,0.2,0.1
266,267,has_leg_color::purple,purple leg,a photo of a bird with purple leg.,False,native_target,4785,23,4762,0.004806687565308255,109526,0.45123532311962455,0.0,0.0,0.0
267,268,has_leg_color::rufous,rufous leg,a photo of a bird with rufous leg.,False,native_target,4785,66,4719,0.013793103448275862,311454,0.4620168628433091,0.0,0.0,0.0
268,269,has_leg_color::grey,grey leg,a photo of a bird with grey leg.,False,native_target,4785,1467,3318,0.3065830721003135,4867506,0.5069699965444315,0.0,0.4,0.4
269,270,has_leg_color::yellow,yellow leg,a photo of a bird with yellow leg.,False,native_target,4785,107,4678,0.022361546499477535,500546,0.6828143667115509,0.0,0.0,0.0
270,271,has_leg_color::olive,olive leg,a photo of a bird with olive leg.,False,native_target,4785,29,4756,0.006060606060606061,137924,0.4954540181549259,0.0,0.0,0.0
271,272,has_leg_color::green,green leg,a photo of a bird with green leg.,False,native_target,4785,7,4778,0.0014629049111807733,33446,0.4641511690486157,0.0,0.0,0.0
272,273,has_leg_color::pink,pink leg,a photo of a bird with pink leg.,False,native_target,4785,147,4638,0.030721003134796237,681786,0.5882432317472052,0.0,0.4,0.3
273,274,has_leg_color::orange,orange leg,a photo of a bird with orange leg.,False,native_target,4785,478,4307,0.09989550679205851,2058746,0.5794478774943582,1.0,0.2,0.1
274,275,has_leg_color::black,black leg,a photo of a bird with black leg.,False,native_target,4785,1423,3362,0.2973876698014629,4784126,0.6066044247162387,1.0,0.8,0.4
275,276,has_leg_color::white,white leg,a photo of a bird with white leg.,False,native_target,4785,191,4594,0.039916405433646815,877454,0.6156436690698316,1.0,0.4,0.2
276,277,has_leg_color::red,red leg,a photo of a bird with red leg.,False,native_target,4785,167,4618,0.03490073145245559,771206,0.6925827859223087,0.0,0.2,0.3
277,278,has_leg_color::buff,buff leg,a photo of a bird with buff leg.,False,native_target,4785,957,3828,0.2,3663396,0.5384000255500634,0.0,0.2,0.1
278,279,has_bill_color::blue,blue bill,a photo of a bird with blue bill.,True,native_target,5672,151,5521,0.02662200282087447,833671,0.8030494043813446,1.0,0.4,0.3
279,280,has_bill_color::brown,brown bill,a photo of a bird with brown bill.,True,native_target,5672,488,5184,0.08603667136812412,2529792,0.6635948726219388,1.0,0.2,0.2
280,281,has_bill_color::iridescent,iridescent bill,a photo of a bird with iridescent bill.,False,native_target,5672,53,5619,0.009344146685472496,297807,0.5219454210277126,0.0,0.0,0.0
281,282,has_bill_color::purple,purple bill,a photo of a bird with purple bill.,False,native_target,5672,17,5655,0.002997179125528914,96135,0.6115982732615592,0.0,0.0,0.0
282,283,has_bill_color::rufous,rufous bill,a photo of a bird with rufous bill.,False,native_target,5672,81,5591,0.014280677009873061,452871,0.43353846901214693,0.0,0.0,0.0
283,284,has_bill_color::grey,grey bill,a photo of a bird with grey bill.,True,native_target,5672,1583,4089,0.27909026798307474,6472887,0.5182442548433179,1.0,0.2,0.4
284,285,has_bill_color::yellow,yellow bill,a photo of a bird with yellow bill.,True,native_target,5672,336,5336,0.05923836389280677,1792896,0.5764539605197402,0.0,0.2,0.1
285,286,has_bill_color::olive,olive bill,a photo of a bird with olive bill.,False,native_target,5672,34,5638,0.005994358251057828,191692,0.6780564655802016,0.0,0.0,0.0
286,287,has_bill_color::green,green bill,a photo of a bird with green bill.,False,native_target,5672,14,5658,0.002468265162200282,79212,0.7112306216229864,0.0,0.2,0.1
287,288,has_bill_color::pink,pink bill,a photo of a bird with pink bill.,False,native_target,5672,53,5619,0.009344146685472496,297807,0.598491640559154,0.0,0.0,0.0
288,289,has_bill_color::orange,orange bill,a photo of a bird with orange bill.,True,native_target,5672,392,5280,0.0691114245416079,2069760,0.5721245458410636,0.0,0.0,0.0
289,290,has_bill_color::black,black bill,a photo of a bird with black bill.,True,native_target,5672,2575,3097,0.453984485190409,7974775,0.6306729029972632,1.0,1.0,0.8
290,291,has_bill_color::white,white bill,a photo of a bird with white bill.,True,native_target,5672,319,5353,0.05624118476727786,1707607,0.538871063423844,0.0,0.2,0.1
291,292,has_bill_color::red,red bill,a photo of a bird with red bill.,True,native_target,5672,202,5470,0.03561354019746121,1104940,0.6588683548427969,0.0,0.0,0.2
292,293,has_bill_color::buff,buff bill,a photo of a bird with buff bill.,False,native_target,5672,823,4849,0.145098730606488,3990727,0.5443723662380313,1.0,0.4,0.3
293,294,has_crown_color::blue,blue crown,a photo of a bird with blue crown.,False,native_target,5527,317,5210,0.057354803690971595,1651570,0.8776545953244489,1.0,1.0,1.0
294,295,has_crown_color::brown,brown crown,a photo of a bird with brown crown.,True,native_target,5527,1078,4449,0.19504251854532295,4796022,0.7540678503976838,0.0,0.4,0.5
295,296,has_crown_color::iridescent,iridescent crown,a photo of a bird with iridescent crown.,False,native_target,5527,129,5398,0.02333996743260358,696342,0.659858230582099,0.0,0.2,0.2
296,297,has_crown_color::purple,purple crown,a photo of a bird with purple crown.,False,native_target,5527,36,5491,0.006513479283517279,197676,0.6628371678908922,0.0,0.0,0.1
297,298,has_crown_color::rufous,rufous crown,a photo of a bird with rufous crown.,False,native_target,5527,97,5430,0.017550208069477113,526710,0.7458582521691254,0.0,0.0,0.0
298,299,has_crown_color::grey,grey crown,a photo of a bird with grey crown.,True,native_target,5527,1246,4281,0.22543875520173692,5334126,0.6325803889896864,0.0,0.2,0.3
299,300,has_crown_color::yellow,yellow crown,a photo of a bird with yellow crown.,True,native_target,5527,407,5120,0.07363850189976479,2083840,0.8797887553746929,0.0,0.8,0.7
300,301,has_crown_color::olive,olive crown,a photo of a bird with olive crown.,False,native_target,5527,142,5385,0.02569205717387371,764670,0.7111002131638484,0.0,0.2,0.3
301,302,has_crown_color::green,green crown,a photo of a bird with green crown.,False,native_target,5527,66,5461,0.011941378686448345,360426,0.756155216327346,0.0,0.0,0.0
302,303,has_crown_color::pink,pink crown,a photo of a bird with pink crown.,False,native_target,5527,36,5491,0.006513479283517279,197676,0.6353173880491308,0.0,0.6,0.4
303,304,has_crown_color::orange,orange crown,a photo of a bird with orange crown.,False,native_target,5527,153,5374,0.027682286954948433,822222,0.7448304715758032,1.0,0.6,0.3
304,305,has_crown_color::black,black crown,a photo of a bird with black crown.,True,native_target,5527,1855,3672,0.33562511308123755,6811560,0.6098071513720792,1.0,0.6,0.5
305,306,has_crown_color::white,white crown,a photo of a bird with white crown.,True,native_target,5527,712,4815,0.12882214582956397,3428280,0.6483846126920788,1.0,0.6,0.5
306,307,has_crown_color::red,red crown,a photo of a bird with red crown.,True,native_target,5527,297,5230,0.05373620408901755,1553310,0.8842529823409364,1.0,0.4,0.4
307,308,has_crown_color::buff,buff crown,a photo of a bird with buff crown.,False,native_target,5527,718,4809,0.12990772571015016,3452862,0.6232777330805576,0.0,0.2,0.3
308,309,has_wing_pattern::solid,solid wing,a photo of a bird with solid wing.,True,native_target,5175,1650,3525,0.3188405797101449,5816250,0.5138824844186546,1.0,0.2,0.3
309,310,has_wing_pattern::spotted,spotted wing,a photo of a bird with spotted wing.,True,native_target,5175,430,4745,0.08309178743961353,2040350,0.7366638076800549,1.0,1.0,0.7
