attribute_index,attribute_id,raw_attribute_name,attribute_phrase,attribute_prompt,clip_readable_subset,condition,visible,positive,negative,positive_prevalence,pair_count,ranking_accuracy,precision_at_1,precision_at_5,precision_at_10
302,303,has_crown_color::pink,pink crown,a photo of a bird with pink crown.,False,native_source,5527,36,5491,0.006513479283517279,197676,0.6308757765231996,0.0,0.2,0.3
303,304,has_crown_color::orange,orange crown,a photo of a bird with orange crown.,False,native_source,5527,153,5374,0.027682286954948433,822222,0.7112762733179117,0.0,0.4,0.4
304,305,has_crown_color::black,black crown,a photo of a bird with black crown.,True,native_source,5527,1855,3672,0.33562511308123755,6811560,0.6774441537621337,1.0,1.0,0.9
305,306,has_crown_color::white,white crown,a photo of a bird with white crown.,True,native_source,5527,712,4815,0.12882214582956397,3428280,0.6716537155658231,0.0,0.2,0.4
306,307,has_crown_color::red,red crown,a photo of a bird with red crown.,True,native_source,5527,297,5230,0.05373620408901755,1553310,0.8884111993098609,1.0,0.2,0.3
307,308,has_crown_color::buff,buff crown,a photo of a bird with buff crown.,False,native_source,5527,718,4809,0.12990772571015016,3452862,0.47187072637134064,0.0,0.0,0.1
308,309,has_wing_pattern::solid,solid wing,a photo of a bird with solid wing.,True,native_source,5175,1650,3525,0.3188405797101449,5816250,0.5196144422952934,0.0,0.2,0.2
309,310,has_wing_pattern::spotted,spotted wing,a photo of a bird with spotted wing.,True,native_source,5175,430,4745,0.08309178743961353,2040350,0.631827137500919,0.0,0.2,0.2
310,311,has_wing_pattern::striped,striped wing,a photo of a bird with striped wing.,True,native_source,5175,1303,3872,0.25178743961352656,5045216,0.6304650782047786,0.0,0.4,0.5
311,312,has_wing_pattern::multi-colored,multi colored wing,a photo of a bird with multi colored wing.,True,native_source,5175,1792,3383,0.346280193236715,6062336,0.5807086575207973,0.0,0.4,0.4
0,1,has_bill_shape::curved_(up_or_down),curved up or down bill,a photo of a bird with curved up or down bill.,False,native_target,5670,119,5551,0.020987654320987655,660569,0.5605197942985517,0.0,0.0,0.0
1,2,has_bill_shape::dagger,dagger bill,a photo of a bird with dagger bill.,True,native_target,5670,786,4884,0.13862433862433862,3838824,0.5690333810562819,0.0,0.0,0.1
2,3,has_bill_shape::hooked,hooked bill,a photo of a bird with hooked bill.,True,native_target,5670,95,5575,0.01675485008818342,529625,0.5064621194241209,0.0,0.0,0.0
3,4,has_bill_shape::needle,needle bill,a photo of a bird with needle bill.,True,native_target,5670,149,5521,0.026278659611992945,822629,0.458084993356665,0.0,0.0,0.0
4,5,has_bill_shape::hooked_seabird,hooked seabird bill,a photo of a bird with hooked seabird bill.,False,native_target,5670,373,5297,0.06578483245149912,1975781,0.7923646396032759,0.0,0.2,0.3
5,6,has_bill_shape::spatulate,spatulate bill,a photo of a bird with spatulate bill.,False,native_target,5670,224,5446,0.03950617283950617,1219904,0.634496648916636,0.0,0.0,0.0
6,7,has_bill_shape::all-purpose,all purpose bill,a photo of a bird with all purpose bill.,False,native_target,5670,2337,3333,0.4121693121693122,7789221,0.4792493370004523,0.0,0.4,0.5
7,8,has_bill_shape::cone,cone bill,a photo of a bird with cone bill.,True,native_target,5670,1468,4202,0.2589065255731922,6168536,0.48836604017549706,1.0,0.6,0.5
8,9,has_bill_shape::specialized,specialized bill,a photo of a bird with specialized bill.,False,native_target,5670,119,5551,0.020987654320987655,660569,0.592414267093975,0.0,0.0,0.1
9,10,has_wing_color::blue,blue wing,a photo of a bird with blue wing.,True,native_target,5349,296,5053,0.05533744625163582,1495688,0.8649176833671194,1.0,1.0,0.9
10,11,has_wing_color::brown,brown wing,a photo of a bird with brown wing.,True,native_target,5349,1557,3792,0.29108244531688166,5904144,0.6212338316951619,0.0,0.4,0.4
11,12,has_wing_color::iridescent,iridescent wing,a photo of a bird with iridescent wing.,False,native_target,5349,112,5237,0.020938493176294634,586544,0.6727508933686135,0.0,0.2,0.3
12,13,has_wing_color::purple,purple wing,a photo of a bird with purple wing.,False,native_target,5349,26,5323,0.004860721630211255,138398,0.6379716469891183,0.0,0.2,0.1
13,14,has_wing_color::rufous,rufous wing,a photo of a bird with rufous wing.,False,native_target,5349,69,5280,0.012899607403252944,364320,0.6392855182257356,0.0,0.0,0.0
14,15,has_wing_color::grey,grey wing,a photo of a bird with grey wing.,True,native_target,5349,1768,3581,0.3305290708543653,6331208,0.584860898583651,0.0,0.4,0.5
15,16,has_wing_color::yellow,yellow wing,a photo of a bird with yellow wing.,True,native_target,5349,546,4803,0.10207515423443635,2622438,0.810442801698267,0.0,0.6,0.6
16,17,has_wing_color::olive,olive wing,a photo of a bird with olive wing.,False,native_target,5349,210,5139,0.03925967470555244,1079190,0.5849952279024083,0.0,0.0,0.0
17,18,has_wing_color::green,green wing,a photo of a bird with green wing.,False,native_target,5349,95,5254,0.0177603290334642,499130,0.769220443571815,0.0,0.4,0.3
18,19,has_wing_color::pink,pink wing,a photo of a bird with pink wing.,False,native_target,5349,25,5324,0.004673770798280052,133100,0.49421487603305786,0.0,0.0,0.0
19,20,has_wing_color::orange,orange wing,a photo of a bird with orange wing.,False,native_target,5349,144,5205,0.0269209197980931,749520,0.6770813320525136,0.0,0.2,0.1
20,21,has_wing_color::black,black wing,a photo of a bird with black wing.,True,native_target,5349,2461,2888,0.46008599738268835,7107368,0.5630605450569043,0.0,0.4,0.6
21,22,has_wing_color::white,white wing,a photo of a bird with white wing.,True,native_target,5349,1510,3839,0.28229575621611513,5796890,0.5882077286269016,1.0,0.6,0.5
22,23,has_wing_color::red,red wing,a photo of a bird with red wing.,True,native_target,5349,122,5227,0.022808001495606654,637694,0.7854942966375722,0.0,0.2,0.1
23,24,has_wing_color::buff,buff wing,a photo of a bird with buff wing.,False,native_target,5349,1058,4291,0.19779398018321181,4539878,0.49644329649387053,1.0,0.4,0.3
24,25,has_upperparts_color::blue,blue upperparts,a photo of a bird with blue upperparts.,False,native_target,5050,301,4749,0.0596039603960396,1429449,0.8539451215118553,1.0,0.8,0.8
25,26,has_upperparts_color::brown,brown upperparts,a photo of a bird with brown upperparts.,False,native_target,5050,1383,3667,0.2738613861386139,5071461,0.6273745376332382,1.0,0.8,0.6
26,27,has_upperparts_color::iridescent,iridescent upperparts,a photo of a bird with iridescent upperparts.,False,native_target,5050,149,4901,0.029504950495049503,730249,0.6649403148788975,0.0,0.4,0.3
27,28,has_upperparts_color::purple,purple upperparts,a photo of a bird with purple upperparts.,False,native_target,5050,31,5019,0.006138613861386139,155589,0.5684913457892268,0.0,0.0,0.0
28,29,has_upperparts_color::rufous,rufous upperparts,a photo of a bird with rufous upperparts.,False,native_target,5050,70,4980,0.013861386138613862,348600,0.6331497418244406,0.0,0.0,0.0
29,30,has_upperparts_color::grey,grey upperparts,a photo of a bird with grey upperparts.,False,native_target,5050,1711,3339,0.33881188118811884,5713029,0.5972775562665619,1.0,0.6,0.7
30,31,has_upperparts_color::yellow,yellow upperparts,a photo of a bird with yellow upperparts.,False,native_target,5050,543,4507,0.10752475247524752,2447301,0.8111139577845144,0.0,0.4,0.5
31,32,has_upperparts_color::olive,olive upperparts,a photo of a bird with olive upperparts.,False,native_target,5050,223,4827,0.044158415841584156,1076421,0.6635493919200759,1.0,0.4,0.4
32,33,has_upperparts_color::green,green upperparts,a photo of a bird with green upperparts.,False,native_target,5050,108,4942,0.021386138613861388,533736,0.773768304929778,0.0,0.4,0.5
33,34,has_upperparts_color::pink,pink upperparts,a photo of a bird with pink upperparts.,False,native_target,5050,28,5022,0.005544554455445544,140616,0.5635133981908176,0.0,0.0,0.0
34,35,has_upperparts_color::orange,orange upperparts,a photo of a bird with orange upperparts.,False,native_target,5050,149,4901,0.029504950495049503,730249,0.7059290735078035,0.0,0.2,0.2
35,36,has_upperparts_color::black,black upperparts,a photo of a bird with black upperparts.,False,native_target,5050,2273,2777,0.4500990099009901,6312121,0.5376635682364137,0.0,0.4,0.5
36,37,has_upperparts_color::white,white upperparts,a photo of a bird with white upperparts.,False,native_target,5050,1349,3701,0.26712871287128714,4992649,0.5082085682370221,1.0,0.2,0.3
37,38,has_upperparts_color::red,red upperparts,a photo of a bird with red upperparts.,False,native_target,5050,126,4924,0.024950495049504952,620424,0.7636422833417147,0.0,0.0,0.3
38,39,has_upperparts_color::buff,buff upperparts,a photo of a bird with buff upperparts.,False,native_target,5050,997,4053,0.19742574257425743,4040841,0.6010414663680159,0.0,0.6,0.5
39,40,has_underparts_color::blue,blue underparts,a photo of a bird with blue underparts.,False,native_target,5234,174,5060,0.03324417271685136,880440,0.8419244922993049,1.0,0.6,0.5
40,41,has_underparts_color::brown,brown underparts,a photo of a bird with brown underparts.,False,native_target,5234,593,4641,0.11329766908674055,2752113,0.6117306956509416,0.0,0.0,0.1
41,42,has_underparts_color::iridescent,iridescent underparts,a photo of a bird with iridescent underparts.,False,native_target,5234,92,5142,0.01757737867787543,473064,0.7211540087599141,0.0,0.2,0.5
42,43,has_underparts_color::purple,purple underparts,a photo of a bird with purple underparts.,False,native_target,5234,24,5210,0.0045854031333588076,125040,0.6438819577735124,0.0,0.0,0.1
43,44,has_underparts_color::rufous,rufous underparts,a photo of a bird with rufous underparts.,False,native_target,5234,88,5146,0.016813144822315627,452848,0.7298519591562732,0.0,0.2,0.1
44,45,has_underparts_color::grey,grey underparts,a photo of a bird with grey underparts.,False,native_target,5234,1081,4153,0.2065341994650363,4489393,0.629682565104013,1.0,0.6,0.8
45,46,has_underparts_color::yellow,yellow underparts,a photo of a bird with yellow underparts.,False,native_target,5234,866,4368,0.16545662972869699,3782688,0.8692095409401991,0.0,0.6,0.8
46,47,has_underparts_color::olive,olive underparts,a photo of a bird with olive underparts.,False,native_target,5234,132,5102,0.025219717233473445,673464,0.7035298100566623,1.0,0.2,0.2
47,48,has_underparts_color::green,green underparts,a photo of a bird with green underparts.,False,native_target,5234,81,5153,0.015475735575085976,417393,0.7932308399997126,1.0,0.2,0.2
48,49,has_underparts_color::pink,pink underparts,a photo of a bird with pink underparts.,False,native_target,5234,24,5210,0.0045854031333588076,125040,0.5806861804222648,0.0,0.0,0.1
49,50,has_underparts_color::orange,orange underparts,a photo of a bird with orange underparts.,False,native_target,5234,189,5045,0.03611004967520061,953505,0.754801495534895,0.0,0.2,0.2
50,51,has_underparts_color::black,black underparts,a photo of a bird with black underparts.,False,native_target,5234,1024,4210,0.19564386702330913,4311040,0.6415816137173397,0.0,0.2,0.4
51,52,has_underparts_color::white,white underparts,a photo of a bird with white underparts.,False,native_target,5234,2267,2967,0.43312953763851736,6726189,0.5988518907214769,0.0,0.6,0.7
52,53,has_underparts_color::red,red underparts,a photo of a bird with red underparts.,False,native_target,5234,211,5023,0.04031333588077952,1059853,0.8475203636730754,0.0,0.4,0.3
53,54,has_underparts_color::buff,buff underparts,a photo of a bird with buff underparts.,False,native_target,5234,1053,4181,0.20118456247611768,4402593,0.5999002178943182,0.0,0.4,0.5
54,55,has_breast_pattern::solid,solid breast,a photo of a bird with solid breast.,True,native_target,5265,3154,2111,0.5990503323836657,6658094,0.5112801050871315,1.0,0.8,0.8
55,56,has_breast_pattern::spotted,spotted breast,a photo of a bird with spotted breast.,True,native_target,5265,311,4954,0.059069325735992405,1540694,0.7045714463741665,1.0,0.6,0.4
56,57,has_breast_pattern::striped,striped breast,a photo of a bird with striped breast.,True,native_target,5265,682,4583,0.1295346628679962,3125606,0.5457677647150665,0.0,0.0,0.0
57,58,has_breast_pattern::multi-colored,multi colored breast,a photo of a bird with multi colored breast.,True,native_target,5265,1118,4147,0.2123456790123457,4636346,0.5508429483045485,0.0,0.4,0.5
58,59,has_back_color::blue,blue back,a photo of a bird with blue back.,False,native_target,4530,249,4281,0.05496688741721854,1065969,0.8640832894765232,1.0,1.0,0.9
59,60,has_back_color::brown,brown back,a photo of a bird with brown back.,True,native_target,4530,1105,3425,0.24392935982339956,3784625,0.6272365161673877,0.0,0.4,0.5
60,61,has_back_color::iridescent,iridescent back,a photo of a bird with iridescent back.,False,native_target,4530,102,4428,0.022516556291390728,451656,0.655672680092814,1.0,0.6,0.4
61,62,has_back_color::purple,purple back,a photo of a bird with purple back.,False,native_target,4530,17,4513,0.0037527593818984547,76721,0.6535238070410969,0.0,0.0,0.0
62,63,has_back_color::rufous,rufous back,a photo of a bird with rufous back.,False,native_target,4530,57,4473,0.012582781456953643,254961,0.6286804648554093,0.0,0.0,0.0
63,64,has_back_color::grey,grey back,a photo of a bird with grey back.,True,native_target,4530,1427,3103,0.3150110375275938,4427981,0.6067676216316195,1.0,0.8,0.7
64,65,has_back_color::yellow,yellow back,a photo of a bird with yellow back.,True,native_target,4530,422,4108,0.09315673289183223,1733576,0.8070658569338754,1.0,0.6,0.3
65,66,has_back_color::olive,olive back,a photo of a bird with olive back.,False,native_target,4530,196,4334,0.04326710816777042,849464,0.6573062542968272,1.0,0.4,0.2
66,67,has_back_color::green,green back,a photo of a bird with green back.,False,native_target,4530,87,4443,0.019205298013245033,386541,0.7176237449584908,0.0,0.2,0.3
67,68,has_back_color::pink,pink back,a photo of a bird with pink back.,False,native_target,4530,20,4510,0.004415011037527594,90200,0.580920177383592,0.0,0.0,0.0
68,69,has_back_color::orange,orange back,a photo of a bird with orange back.,False,native_target,4530,94,4436,0.02075055187637969,416984,0.6463797172073749,0.0,0.2,0.3
69,70,has_back_color::black,black back,a photo of a bird with black back.,True,native_target,4530,1663,2867,0.36710816777041944,4767821,0.619387137226838,1.0,0.8,0.9
70,71,has_back_color::white,white back,a photo of a bird with white back.,True,native_target,4530,893,3637,0.19713024282560707,3247841,0.6005250872810584,0.0,0.2,0.5
71,72,has_back_color::red,red back,a photo of a bird with red back.,False,native_target,4530,103,4427,0.022737306843267108,455981,0.78935854783423,0.0,0.0,0.0
72,73,has_back_color::buff,buff back,a photo of a bird with buff back.,False,native_target,4530,841,3689,0.1856512141280353,3102449,0.5193911326181349,1.0,0.6,0.5
73,74,has_tail_shape::forked_tail,forked tail,a photo of a bird with forked tail.,True,native_target,4586,198,4388,0.043174880069777585,868824,0.5688528401609532,0.0,0.0,0.1
74,75,has_tail_shape::rounded_tail,rounded tail,a photo of a bird with rounded tail.,True,native_target,4586,652,3934,0.14217182730047973,2564968,0.5234689087739106,0.0,0.2,0.2
75,76,has_tail_shape::notched_tail,notched tail,a photo of a bird with notched tail.,True,native_target,4586,1715,2871,0.373964238988225,4923765,0.45595687446496735,0.0,0.0,0.2
76,77,has_tail_shape::fan-shaped_tail,fan shaped tail,a photo of a bird with fan shaped tail.,True,native_target,4586,436,4150,0.09507195813344962,1809400,0.5858168453631037,0.0,0.2,0.1
77,78,has_tail_shape::pointed_tail,pointed tail,a photo of a bird with pointed tail.,True,native_target,4586,1048,3538,0.2285215874400349,3707824,0.4946193508645502,0.0,0.0,0.2
78,79,has_tail_shape::squared_tail,squared tail,a photo of a bird with squared tail.,True,native_target,4586,537,4049,0.11709550806803315,2174313,0.5143744253932162,1.0,0.4,0.2
79,80,has_upper_tail_color::blue,blue upper tail,a photo of a bird with blue upper tail.,False,native_target,3855,214,3641,0.05551232166018158,779174,0.8705231437393959,1.0,1.0,0.9
80,81,has_upper_tail_color::brown,brown upper tail,a photo of a bird with brown upper tail.,False,native_target,3855,828,3027,0.21478599221789882,2506356,0.6481569258317653,1.0,0.6,0.5
81,82,has_upper_tail_color::iridescent,iridescent upper tail,a photo of a bird with iridescent upper tail.,False,native_target,3855,63,3792,0.01634241245136187,238896,0.6549418994039247,0.0,0.2,0.2
82,83,has_upper_tail_color::purple,purple upper tail,a photo of a bird with purple upper tail.,False,native_target,3855,16,3839,0.004150453955901427,61424,0.5615069028392811,0.0,0.0,0.0
83,84,has_upper_tail_color::rufous,rufous upper tail,a photo of a bird with rufous upper tail.,False,native_target,3855,40,3815,0.010376134889753566,152600,0.5372214941022281,0.0,0.0,0.0
84,85,has_upper_tail_color::grey,grey upper tail,a photo of a bird with grey upper tail.,False,native_target,3855,1070,2785,0.2775616083009079,2979950,0.5872517995268377,0.0,0.2,0.6
85,86,has_upper_tail_color::yellow,yellow upper tail,a photo of a bird with yellow upper tail.,False,native_target,3855,258,3597,0.0669260700389105,928026,0.7843853512724859,1.0,1.0,0.7
86,87,has_upper_tail_color::olive,olive upper tail,a photo of a bird with olive upper tail.,False,native_target,3855,131,3724,0.03398184176394293,487844,0.6489789768860538,0.0,0.0,0.0
87,88,has_upper_tail_color::green,green upper tail,a photo of a bird with green upper tail.,False,native_target,3855,46,3809,0.011932555123216601,175214,0.7890408300706565,0.0,0.2,0.2
88,89,has_upper_tail_color::pink,pink upper tail,a photo of a bird with pink upper tail.,False,native_target,3855,29,3826,0.007522697795071336,110954,0.5442705986264578,0.0,0.0,0.0
89,90,has_upper_tail_color::orange,orange upper tail,a photo of a bird with orange upper tail.,False,native_target,3855,87,3768,0.022568093385214007,327816,0.667227957146692,0.0,0.0,0.0
90,91,has_upper_tail_color::black,black upper tail,a photo of a bird with black upper tail.,False,native_target,3855,1480,2375,0.383916990920882,3515000,0.5860724039829303,0.0,0.4,0.6
91,92,has_upper_tail_color::white,white upper tail,a photo of a bird with white upper tail.,False,native_target,3855,730,3125,0.1893644617380026,2281250,0.6287355616438356,1.0,0.6,0.6
92,93,has_upper_tail_color::red,red upper tail,a photo of a bird with red upper tail.,False,native_target,3855,83,3772,0.02153047989623865,313076,0.7694170105661245,0.0,0.2,0.3
93,94,has_upper_tail_color::buff,buff upper tail,a photo of a bird with buff upper tail.,False,native_target,3855,631,3224,0.16368352788586252,2034344,0.526008875588396,0.0,0.0,0.0
94,95,has_head_pattern::spotted,spotted head,a photo of a bird with spotted head.,False,native_target,5592,159,5433,0.028433476394849784,863847,0.5842296147350168,0.0,0.0,0.0
95,96,has_head_pattern::malar,malar head,a photo of a bird with malar head.,False,native_target,5592,558,5034,0.09978540772532189,2808972,0.4705020199560551,0.0,0.2,0.2
96,97,has_head_pattern::crested,crested head,a photo of a bird with crested head.,True,native_target,5592,227,5365,0.040593705293276106,1217855,0.5965521346958381,1.0,0.4,0.4
97,98,has_head_pattern::masked,masked head,a photo of a bird with masked head.,True,native_target,5592,252,5340,0.045064377682403435,1345680,0.5976339099934606,0.0,0.0,0.1
98,99,has_head_pattern::unique_pattern,unique pattern head,a photo of a bird with unique pattern head.,False,native_target,5592,185,5407,0.0330829756795422,1000295,0.598468451806717,0.0,0.0,0.0
99,100,has_head_pattern::eyebrow,eyebrow head,a photo of a bird with eyebrow head.,False,native_target,5592,708,4884,0.12660944206008584,3457872,0.4908213780035814,1.0,0.4,0.4
100,101,has_head_pattern::eyering,eyering head,a photo of a bird with eyering head.,True,native_target,5592,926,4666,0.1655937052932761,4320716,0.5024313099958433,0.0,0.2,0.1
101,102,has_head_pattern::plain,plain head,a photo of a bird with plain head.,True,native_target,5592,1537,4055,0.2748569384835479,6232535,0.5270957162695437,0.0,0.6,0.5
102,103,has_head_pattern::eyeline,eyeline head,a photo of a bird with eyeline head.,True,native_target,5592,670,4922,0.1198140200286123,3297740,0.5145299508148005,0.0,0.0,0.0
103,104,has_head_pattern::striped,striped head,a photo of a bird with striped head.,True,native_target,5592,392,5200,0.07010014306151645,2038400,0.5278132358712716,0.0,0.2,0.1
104,105,has_head_pattern::capped,capped head,a photo of a bird with capped head.,True,native_target,5592,668,4924,0.11945636623748211,3289232,0.5336370313799695,0.0,0.2,0.1
105,106,has_breast_color::blue,blue breast,a photo of a bird with blue breast.,False,native_target,5317,178,5139,0.033477524920067704,914742,0.8649116362865158,1.0,1.0,0.6
106,107,has_breast_color::brown,brown breast,a photo of a bird with brown breast.,True,native_target,5317,639,4678,0.12018055294338913,2989242,0.6326379731048875,1.0,0.4,0.2
107,108,has_breast_color::iridescent,iridescent breast,a photo of a bird with iridescent breast.,False,native_target,5317,90,5227,0.016926838442730862,470430,0.7169419467295878,0.0,0.4,0.3
108,109,has_breast_color::purple,purple breast,a photo of a bird with purple breast.,False,native_target,5317,17,5300,0.003197291705849163,90100,0.6292563817980023,0.0,0.0,0.0
109,110,has_breast_color::rufous,rufous breast,a photo of a bird with rufous breast.,False,native_target,5317,77,5240,0.014481850667669738,403480,0.657063547139883,0.0,0.0,0.0
110,111,has_breast_color::grey,grey breast,a photo of a bird with grey breast.,True,native_target,5317,1084,4233,0.2038743652435584,4588572,0.6243142746806631,1.0,0.8,0.7
111,112,has_breast_color::yellow,yellow breast,a photo of a bird with yellow breast.,True,native_target,5317,794,4523,0.14933233026142562,3591262,0.8655759451691355,0.0,0.6,0.5
112,113,has_breast_color::olive,olive breast,a photo of a bird with olive breast.,False,native_target,5317,104,5213,0.019559902200488997,542152,0.654495418259086,0.0,0.2,0.2
113,114,has_breast_color::green,green breast,a photo of a bird with green breast.,False,native_target,5317,63,5254,0.011848786909911604,331002,0.7231043921184767,0.0,0.0,0.1
114,115,has_breast_color::pink,pink breast,a photo of a bird with pink breast.,False,native_target,5317,25,5292,0.0047018995674252394,132300,0.5971126228269086,0.0,0.0,0.0
115,116,has_breast_color::orange,orange breast,a photo of a bird with orange breast.,True,native_target,5317,170,5147,0.03197291705849163,874990,0.7519251648590269,0.0,0.4,0.3
116,117,has_breast_color::black,black breast,a photo of a bird with black breast.,True,native_target,5317,1176,4141,0.22117735565168328,4869816,0.6562728448056354,0.0,0.4,0.5
117,118,has_breast_color::white,white breast,a photo of a bird with white breast.,True,native_target,5317,2080,3237,0.39119804400978,6732960,0.6260285966350609,1.0,0.8,0.7
118,119,has_breast_color::red,red breast,a photo of a bird with red breast.,True,native_target,5317,233,5084,0.043821703968403236,1184572,0.8512737089851862,1.0,0.6,0.5
119,120,has_breast_color::buff,buff breast,a photo of a bird with buff breast.,False,native_target,5317,996,4321,0.18732367876622155,4303716,0.5574023704166353,0.0,0.6,0.5
120,121,has_throat_color::blue,blue throat,a photo of a bird with blue throat.,False,native_target,5522,182,5340,0.03295907279971025,971880,0.8464650985718402,1.0,0.6,0.5
121,122,has_throat_color::brown,brown throat,a photo of a bird with brown throat.,True,native_target,5522,476,5046,0.08620065193770374,2401896,0.5196224149588492,0.0,0.4,0.2
122,123,has_throat_color::iridescent,iridescent throat,a photo of a bird with iridescent throat.,False,native_target,5522,88,5434,0.01593625498007968,478192,0.7032656338876434,0.0,0.2,0.3
123,124,has_throat_color::purple,purple throat,a photo of a bird with purple throat.,False,native_target,5522,28,5494,0.0050706265845708075,153832,0.5840917364397524,0.0,0.0,0.1
124,125,has_throat_color::rufous,rufous throat,a photo of a bird with rufous throat.,False,native_target,5522,74,5448,0.013400941687794278,403152,0.573213080922332,0.0,0.0,0.0
125,126,has_throat_color::grey,grey throat,a photo of a bird with grey throat.,True,native_target,5522,992,4530,0.17964505613908005,4493760,0.5738230346079898,0.0,0.2,0.4
126,127,has_throat_color::yellow,yellow throat,a photo of a bird with yellow throat.,True,native_target,5522,653,4869,0.11825425570445491,3179457,0.7868112385228043,0.0,0.0,0.3
127,128,has_throat_color::olive,olive throat,a photo of a bird with olive throat.,False,native_target,5522,88,5434,0.01593625498007968,478192,0.692201040586208,0.0,0.0,0.0
128,129,has_throat_color::green,green throat,a photo of a bird with green throat.,False,native_target,5522,60,5462,0.010865628395508874,327720,0.7536311485414379,0.0,0.0,0.1
129,130,has_throat_color::pink,pink throat,a photo of a bird with pink throat.,False,native_target,5522,26,5496,0.004708438971387179,142896,0.5188913615496585,0.0,0.0,0.0
130,131,has_throat_color::orange,orange throat,a photo of a bird with orange throat.,True,native_target,5522,136,5386,0.02462875769648678,732496,0.6637865599266071,0.0,0.0,0.0
131,132,has_throat_color::black,black throat,a photo of a bird with black throat.,True,native_target,5522,1259,4263,0.22799710249909452,5367117,0.5635315011765162,0.0,0.2,0.2
132,133,has_throat_color::white,white throat,a photo of a bird with white throat.,True,native_target,5522,2016,3506,0.36508511408909816,7068096,0.5096100845262996,0.0,0.4,0.6
133,134,has_throat_color::red,red throat,a photo of a bird with red throat.,True,native_target,5522,218,5304,0.039478449837015574,1156272,0.8071119944096199,0.0,0.6,0.4
134,135,has_throat_color::buff,buff throat,a photo of a bird with buff throat.,False,native_target,5522,796,4726,0.1441506700470844,3761896,0.5227345466222352,0.0,0.2,0.3
135,136,has_eye_color::blue,blue eye,a photo of a bird with blue eye.,False,native_target,5527,56,5471,0.010132078885471322,306376,0.6682083453011985,0.0,0.0,0.0
136,137,has_eye_color::brown,brown eye,a photo of a bird with brown eye.,False,native_target,5527,200,5327,0.03618599601954044,1065400,0.5233086164820725,0.0,0.0,0.1
137,138,has_eye_color::purple,purple eye,a photo of a bird with purple eye.,False,native_target,5527,10,5517,0.0018092998009770218,55170,0.4590357078122168,0.0,0.0,0.0
138,139,has_eye_color::rufous,rufous eye,a photo of a bird with rufous eye.,False,native_target,5527,67,5460,0.012122308666546046,365820,0.47711169427587335,0.0,0.0,0.0
139,140,has_eye_color::grey,grey eye,a photo of a bird with grey eye.,False,native_target,5527,101,5426,0.018273927989867923,548026,0.5240910102805342,0.0,0.0,0.0
140,141,has_eye_color::yellow,yellow eye,a photo of a bird with yellow eye.,False,native_target,5527,126,5401,0.022797177492310475,680526,0.5795436177309904,0.0,0.2,0.1
141,142,has_eye_color::olive,olive eye,a photo of a bird with olive eye.,False,native_target,5527,17,5510,0.003075809661660937,93670,0.5057115405145725,0.0,0.0,0.0
142,143,has_eye_color::green,green eye,a photo of a bird with green eye.,False,native_target,5527,3,5524,0.0005427899402931065,16572,0.6658822109582428,0.0,0.0,0.0
143,144,has_eye_color::pink,pink eye,a photo of a bird with pink eye.,False,native_target,5527,23,5504,0.0041613895422471505,126592,0.49276415571284127,0.0,0.0,0.0
144,145,has_eye_color::orange,orange eye,a photo of a bird with orange eye.,False,native_target,5527,69,5458,0.01248416862674145,376602,0.5348325287704261,0.0,0.0,0.0
145,146,has_eye_color::black,black eye,a photo of a bird with black eye.,False,native_target,5527,4877,650,0.8823955129364935,3170050,0.48457374489361366,1.0,1.0,0.9
146,147,has_eye_color::white,white eye,a photo of a bird with white eye.,False,native_target,5527,162,5365,0.029310656775827754,869130,0.5862724793759276,0.0,0.0,0.0
147,148,has_eye_color::red,red eye,a photo of a bird with red eye.,False,native_target,5527,132,5395,0.02388275737289669,712140,0.6276743336984301,0.0,0.0,0.0
148,149,has_eye_color::buff,buff eye,a photo of a bird with buff eye.,False,native_target,5527,89,5438,0.016102768228695497,483982,0.5391264551160994,0.0,0.0,0.0
149,150,has_bill_length::about_the_same_as_head,bill about the same length as head,a photo of a bird with bill about the same length as head.,True,native_target,5667,2119,3548,0.37391918122463386,7518212,0.5317756402719157,0.0,0.4,0.5
150,151,has_bill_length::longer_than_head,bill longer than head,a photo of a bird with bill longer than head.,True,native_target,5667,348,5319,0.0614081524616199,1851012,0.6052056928858376,0.0,0.0,0.0
151,152,has_bill_length::shorter_than_head,bill shorter than head,a photo of a bird with bill shorter than head.,True,native_target,5667,3247,2420,0.5729662961002294,7857740,0.3962550937037876,0.0,0.4,0.4
152,153,has_forehead_color::blue,blue forehead,a photo of a bird with blue forehead.,False,native_target,5515,303,5212,0.05494106980961015,1579236,0.8399669207135603,1.0,0.6,0.6
153,154,has_forehead_color::brown,brown forehead,a photo of a bird with brown forehead.,False,native_target,5515,998,4517,0.18096101541251133,4507966,0.5226057605580876,0.0,0.0,0.0
154,155,has_forehead_color::iridescent,iridescent forehead,a photo of a bird with iridescent forehead.,False,native_target,5515,124,5391,0.022484134179510427,668484,0.6429069356933,0.0,0.2,0.1
155,156,has_forehead_color::purple,purple forehead,a photo of a bird with purple forehead.,False,native_target,5515,32,5483,0.005802357207615594,175456,0.6418817253328469,0.0,0.0,0.1
156,157,has_forehead_color::rufous,rufous forehead,a photo of a bird with rufous forehead.,False,native_target,5515,88,5427,0.015956482320942884,477576,0.5329978893411729,0.0,0.0,0.1
